title,Award Number,year,creator
T Cell Immunity &Liver Fibrosis in HCV/HIV Coinfection,R21AI053817,2003,"MORISHIMA, CHIHIRO;"
Host Cell Response to the Early Steps of Hiv Infection,R21AI053820,2002,"BUSHMAN, FREDERIC D;"
Host Cell Response to the Early Steps of Hiv Infection,R21AI053820,2003,"BUSHMAN, FREDERIC D;"
Host Cell Response to the Early Steps of Hiv Infection,R21AI053820,2003,"BUSHMAN, FREDERIC D;"
Identification of Subunit Interfaces in Protein Complex,R21AI053821,2002,"PREVELIGE, PETER E.;"
Identification of Subunit Interfaces in Protein Complex,R21AI053821,2003,"PREVELIGE, PETER E.;"
Global Analysis of Transcriptional Deregulation by HIV-1,R21AI053822,2002,"MARASCO, WAYNE A.;"
Global Analysis of Transcriptional Deregulation by HIV-1,R21AI053822,2003,"MARASCO, WAYNE A.;"
Development of a Microarray for CTL Detection,R21AI053911,2002,"WALKER, BRUCE D;"
Development of a Microarray for CTL Detection,R21AI053911,2003,"WALKER, BRUCE D;"
A New In Vitro Model for HIV Latency,R21AI054141,2003,"VERDIN, ERIC M;"
A New In Vitro Model for HIV Latency,R21AI054141,2004,"VERDIN, ERIC M;"
HIV and the Mucosal Immune System:New Vaccine Strategies,R21AI054146,2003,"SESTAK, KAROL;"
HIV and the Mucosal Immune System:New Vaccine Strategies,R21AI054146,2004,"SESTAK, KAROL;"
HIV and the Mucosal Immune System:New Vaccine Strategies,R21AI054146,2006,"SESTAK, KAROL;"
HIV-1 entry inhibitors targeting Phe43 cavity in gp120,R21AI054147,2002,"DEBNATH, ASIM K;"
HIV-1 entry inhibitors targeting Phe43 cavity in gp120,R21AI054147,2003,"DEBNATH, ASIM K;"
HIV as a key regulator of c-MYB in human cells,R21AI054158,2003,"RAMSAY, ROBERT G;"
HIV as a key regulator of c-MYB in human cells,R21AI054158,2004,"RAMSAY, ROBERT G;"
CHRYSTALLIZING DISULFIDE-STABILIZED HIV-1 ENV PROTEINS,R21AI054159,2003,"MOORE, JOHN P;"
CHRYSTALLIZING DISULFIDE-STABILIZED HIV-1 ENV PROTEINS,R21AI054159,2004,"MOORE, JOHN P;"
Vaccine with altered HIV antigens,R21AI054163,2002,"KOZBOR, DANUTA B;"
Vaccine with altered HIV antigens,R21AI054163,2003,"KOZBOR, DANUTA B;"
Generation of high avidity mucosal T cell responses,R21AI054172,2003,"RAMSAY, ALISTAIR JOHN;"
Generation of high avidity mucosal T cell responses,R21AI054172,2004,"RAMSAY, ALISTAIR JOHN;"
Immunogenicity of an HIV virus-like particle vaccine,R21AI054175,2003,"GAO, FENG;"
Immunogenicity of an HIV virus-like particle vaccine,R21AI054175,2004,"GAO, FENG;"
TARGETING HIV VIF PROTEIN,R21AI054181,2002,"RANA, TARIQ M;"
TARGETING HIV VIF PROTEIN,R21AI054181,2003,"RANA, TARIQ M;"
Attenuated recombinant Listeria as oral AIDS vaccine,R21AI054183,2003,"RUPRECHT, RUTH MARGRIT;"
Mechanisms of multi-drug resistant HIV-1 adaptation,R21AI054185,2002,"SIMON, VIVIANA A;"
Mechanisms of multi-drug resistant HIV-1 adaptation,R21AI054185,2003,"SIMON, VIVIANA A;"
Significance of HIV Protease Cleavage of Procaspase 8,R21AI054187,2003,"BADLEY, ANDREW D;"
Activation of a DNA damage pathway by HIV-1 vpr,R21AI054188,2002,"PLANELLES, VICENTE;"
Activation of a DNA damage pathway by HIV-1 vpr,R21AI054188,2003,"PLANELLES, VICENTE;"
Interactions Between Recombinant Yeast and Blood DCs,R21AI054192,2003,"WILSON, CARA C;"
Interactions Between Recombinant Yeast and Blood DCs,R21AI054192,2004,"WILSON, CARA C;"
Substance P in pathogenesis of cryptosporidiosis in AIDS,R21AI054205,2003,"ROBINSON, PREMA;"
Substance P in pathogenesis of cryptosporidiosis in AIDS,R21AI054205,2004,"ROBINSON, PREMA;"
Pathogenesis of Macrophage Tropic HIV-1,R21AI054207,2003,"GORRY, PAUL R;"
Pathogenesis of Macrophage Tropic HIV-1,R21AI054207,2004,"GORRY, PAUL R;"
HIV Rev as a Therapeutic Target,R21AI054213,2002,"REKOSH, DAVID M;"
HIV Rev as a Therapeutic Target,R21AI054213,2003,"REKOSH, DAVID M;"
Modulation of innate immunity by HIV-1 gene products,R21AI054215,2003,"GESSANI, SANDRA;"
Modulation of innate immunity by HIV-1 gene products,R21AI054215,2004,"GESSANI, SANDRA;"
Genetically stable Picornavirus HIV Immunization vector,R21AI054216,2003,"GROMEIER, MATTHIAS;"
Genetically stable Picornavirus HIV Immunization vector,R21AI054216,2004,"GROMEIER, MATTHIAS;"
"Plasmacytoid dendritic cells, IFN-alpha, Th-1 response",R21AI054218,2003,"SIEGAL, FREDERICK PAUL;"
"Plasmacytoid dendritic cells, IFN-alpha, Th-1 response",R21AI054218,2004,"SIEGAL, FREDERICK PAUL;"
In situ gene-modified DCs for an HIV-1 T cell vaccine,R21AI054221,2003,"BLACKWELL, JERRY L;"
In situ gene-modified DCs for an HIV-1 T cell vaccine,R21AI054221,2004,"BLACKWELL, JERRY L;"
In situ gene-modified DCs for an HIV-1 T cell vaccine,R21AI054221,2004,"BLACKWELL, JERRY L;"
Induction of Interferon to Block HIV-1 Replication,R21AI054222,2003,"KUMAR, AJIT NONE;"
Induction of Interferon to Block HIV-1 Replication,R21AI054222,2004,"KUMAR, AJIT NONE;"
Inhibition of HIV-Induced Apoptosis by Host Target Genes,R21AI054233,2002,"FINKEL, TERRI H;"
Inhibition of HIV-Induced Apoptosis by Host Target Genes,R21AI054233,2003,"FINKEL, TERRI H;"
Homeostasis of T cells in primates,R21AI054234,2003,"SILVESTRI, GUIDO;"
Homeostasis of T cells in primates,R21AI054234,2004,"GARBER, DAVID A;"
Frequency and Function of HIV-specific T-cells in GALT,R21AI054235,2003,"SHACKLETT, BARBARA L;"
Rapid screen for HIV TM membrane interactions/drugs,R21AI054238,2003,"GARRY, ROBERT F;"
Rapid screen for HIV TM membrane interactions/drugs,R21AI054238,2004,"GARRY, ROBERT F;"
HIV-1 Protease Inhibitors with Extended Conformations,R21AI054246,2003,"MCLAUGHLIN, MARK L;"
HIV-1 Protease Inhibitors with Extended Conformations,R21AI054246,2004,"MCLAUGHLIN, MARK L;"
Formation and Function of Human CD28-Negative T Cells,R21AI054251,2003,"LEWIS, DOROTHY E;"
Formation and Function of Human CD28-Negative T Cells,R21AI054251,2004,"LEWIS, DOROTHY E;"
Inhibition of HIV by Novel Chimeric Receptors,R21AI054254,2003,"ZHOU, PAUL;"
Inhibition of HIV by Novel Chimeric Receptors,R21AI054254,2004,"ALLAN, JONATHAN S;"
Development of a low inoculum SHIV challenge model,R21AI054260,2003,"STAPRANS, SILVIJA I;"
Development of a low inoculum SHIV challenge model,R21AI054260,2004,"STAPRANS, SILVIJA I;"
Nef-Host Interactions in Virus Replication,R21AI054261,2003,"GOTTLINGER, HEINRICH;"
Genetic analysis of the HIV gp120-gp41 interface,R21AI054266,2003,"NUNBERG, JACK H;"
Genetic analysis of the HIV gp120-gp41 interface,R21AI054266,2004,"NUNBERG, JACK H;"
Targeting Human Cyclin T1 to Inhibit HIV-1 Replication,R21AI054268,2003,"MARASCO, WAYNE A.;"
Targeting Human Cyclin T1 to Inhibit HIV-1 Replication,R21AI054268,2004,"MARASCO, WAYNE A.;"
Role of IRFs in the Innate Response to HIV,R21AI054276,2003,"PITHA-ROWE, PAULA M;"
Role of IRFs in the Innate Response to HIV,R21AI054276,2004,"PITHA-ROWE, PAULA M;"
Studies of the Pathogenic Mechanism of HIV,R21AI054291,2002,"CLOYD, MILES W.;"
Studies of the Pathogenic Mechanism of HIV,R21AI054291,2003,"CLOYD, MILES W.;"
Defining an HIV Integrase Inhibitor Binding Pocket,R21AI054305,2004,"ROBINSON, WILLIAM E;"
Refolding the CCR5 Chemokine Receptor,R21AI054344,2002,"SANDERS, CHARLES R;"
Refolding the CCR5 Chemokine Receptor,R21AI054344,2003,"SANDERS, CHARLES R;"
Novel Vaccine Targeting the Sugar Coat of HIV-1,R21AI054354,2003,"WANG, LAI-XI;"
Novel Vaccine Targeting the Sugar Coat of HIV-1,R21AI054354,2004,"WANG, LAI-XI;"
Cell Biology of Filovirus Entry,R21AI054495,2003,"HOPE, THOMAS J;"
Cell Biology of Filovirus Entry,R21AI054495,2004,"HOPE, THOMAS;"
Engineered alkaline phosphatases as biosensors,R21AI054602,2003,"MATSUMURA, ICHIRO;"
Engineered alkaline phosphatases as biosensors,R21AI054602,2004,"MATSUMURA, ICHIRO;"
Viral Infection in Lactobacilli: An Animal BV Model,R21AI054655,2003,"TAO, LIN;"
Viral Infection in Lactobacilli: An Animal BV Model,R21AI054655,2004,"TAO, LIN;"
PARASITE CYSTEINE PROTEASES AND HOST CELL APOPTOSIS,R21AI054792,2003,"SINGH, BIBHUTI N.;"
Encephalitozoon intestinalis Spore Adherence to Host,R21AI055267,2003,"HAYMAN, JAMES R;"
Encephalitozoon intestinalis Spore Adherence to Host,R21AI055267,2004,"HAYMAN, JAMES R;"
Treatment Intensification for Drug-Resistant HIV,R21AI055273,2003,"DEEKS, STEVEN GRANT;"
Treatment Intensification for Drug-Resistant HIV,R21AI055273,2004,"DEEKS, STEVEN GRANT;"
Plasmacytoid Dendritic Cells and Anti-HIV Responses,R21AI055274,2004,"BHARDWAJ, NINA;"
Plasmacytoid Dendritic Cells and Anti-HIV Responses,R21AI055274,2005,"BHARDWAJ, NINA;"
Cryptosporidium parvum DNA replication proteins,R21AI055278,2003,"ZHU, GUAN;"
Cryptosporidium parvum DNA replication proteins,R21AI055278,2004,"ZHU, GUAN;"
HIV Vaccines in Th2 Biased Recipients,R21AI055289,2003,"HARN, DONALD A;"
HIV Vaccines in Th2 Biased Recipients,R21AI055289,2004,"HARN, DONALD A;"
Lentiviral modulation of gene expression in target cells,R21AI055291,2003,"ALDOVINI, ANNA;"
Lentiviral modulation of gene expression in target cells,R21AI055291,2004,"ALDOVINI, ANNA;"
Early and acute HIV-1 subtype C infection in Botswana,R21AI055297,2003,"NOVITSKY, VLADIMIR A;"
Early and acute HIV-1 subtype C infection in Botswana,R21AI055297,2004,"NOVITSKY, VLADIMIR A;"
Peptidomimics of DC-SIGN binding structures on gp120,R21AI055305,2003,"LEE, BENHUR;"
Peptidomimics of DC-SIGN binding structures on gp120,R21AI055305,2004,"LEE, BENHUR;"
Regulation of HIV transcription by Tat and P-TEPb,R21AI055331,2004,"PE'ERY, TSAFI;"
  Functional Annotations for the Pneumocystis Genome.,R21AI055338,2003,"MELLER, JAREK;"
  Functional Annotations for the Pneumocystis Genome.,R21AI055338,2004,"MELLER, JAREK;"
Developing HIV-1 Vaccine Using Parainfluenza Virus,R21AI055340,2003,"CHO, MICHAEL W;"
Developing HIV-1 Vaccine Using Parainfluenza Virus,R21AI055340,2004,"CHO, MICHAEL W;"
Novel Antifolates against AIDS-associated Tuberculosis,R21AI055344,2003,"LI, RONGBAO;"
Novel Antifolates against AIDS-associated Tuberculosis,R21AI055344,2004,"LI, RONGBAO;"
Display of HIV-1 Epitopes on Plant Virus Particles,R21AI055346,2003,"PALMER, KENNETH E;"
Display of HIV-1 Epitopes on Plant Virus Particles,R21AI055346,2004,"PALMER, KENNETH E;"
Role of human regulatory T cells in HIV infection,R21AI055349,2003,"UNUTMAZ, DERYA;"
Role of human regulatory T cells in HIV infection,R21AI055349,2004,"UNUTMAZ, DERYA;"
Immunogenicity of HSV Amplicons in Rhesus Macaques,R21AI055369,2003,"MARTIN, DAVID W;"
Immunogenicity of HSV Amplicons in Rhesus Macaques,R21AI055369,2004,"GIAVEDONI, LUIS DAVID;"
"Innate Immunity, HIV, and OIs: Role of TLRs in the Lung",R21AI055374,2003,"SKOLNIK, PAUL R;"
"Innate Immunity, HIV, and OIs: Role of TLRs in the Lung",R21AI055374,2004,"SKOLNIK, PAUL R;"
Interaction in vivo between HIV and Hepatitis B Virus,R21AI055379,2004,"LEWIN, SHARON RUTH;"
Interaction in vivo between HIV and Hepatitis B Virus,R21AI055379,2005,"LEWIN, SHARON RUTH;"
IgG subclasses in SIV pathogenesis,R21AI055380,2003,"BIBOLLET-RUCHE, FREDERIC;"
The role of IgG subclasses in SIV pathogenesis,R21AI055380,2004,"BIBOLLET-RUCHE, FREDERIC;"
HIV/SIV Vpx-Invariant chain Interaction,R21AI055383,2003,"RATNER, LEE;"
HIV/SIV Vpx-Invariant chain Interaction,R21AI055383,2004,"RATNER, LEE;"
Induction of mucosal immunity by DNA/MVA vaccines,R21AI055384,2003,"JOHNSON, R. PAUL;"
Induction of mucosal immunity by DNA/MVA vaccines,R21AI055384,2004,"JOHNSON, R. PAUL;"
HIV-1 Clones with Attenuated Cytopathic Effects,R21AI055385,2003,"CAMERINI, DAVID;"
HIV-1 Clones with Attenuated Cytopathic Effects,R21AI055385,2004,"CAMERINI, DAVID;"
Universal Env Immunogen for all HIV-1 Subtypes,R21AI055386,2003,"GAO, FENG;"
A Universal Env Immunogen for all HIV-1 Subtypes,R21AI055386,2004,"GAO, FENG;"
Global Gene Regulation in CD4 T Cell Signaling,R21AI055388,2003,"SPINA, CELSA A;"
Global Gene Regulation in CD4 T Cell Signaling,R21AI055388,2004,"SPINA, CELSA A;"
ANTI-GP120 ANTIBODIES RECOGNIZING THE CCR5 BINDING SITE,R21AI055393,2003,"FARZAN, MICHAEL R.;"
ANTI-GP120 ANTIBODIES RECOGNIZING THE CCR5 BINDIGN SITE,R21AI055393,2004,"FARZAN, MICHAEL R.;"
HIV-1 diversity in Optimized Vaccine Selection,R21AI055421,2004,"YUSIM, KARINA;"
HIV-1 diversity in Optimized Vaccine Seletion,R21AI055421,2005,"YUSIM, KARINA;"
HIV-1 diversity in Optimized Vaccine Seletion,R21AI055421,2005,"YUSIM, KARINA;"
In Vivo Genome Profiling of Candidiasis,R21AI055422,2003,"AGABIAN, NINA;"
In Vivo Genmoe Profiling of Candidiasis,R21AI055422,2004,"AGABIAN, NINA;"
Anti-ICAM-1 scFv from Lactobacilli as a Microbicide,R21AI055424,2003,"MARKHAM, RICHARD B.;"
Anti-ICAM-1 scFv from Lactobacilli as a Microbicide,R21AI055424,2004,"MARKHAM, RICHARD B.;"
Novel FRET-based Assays for HIV Assembly Inhibitors,R21AI055441,2003,"SPEARMAN, PAUL W.;"
Novel FRET-based Assays for HIV Assembly Inhibitors,R21AI055441,2004,"SPEARMAN, PAUL W.;"
Recombinant Listeria: A Biologic Vaccine Vector For FIV,R21AI055442,2004,"DEAN, GREGG A;"
Surfactant-Protein Innate Immunity in an Asthma Model,R21AI055593,2003,"HACZKU, ANGELA;"
Fusion Mechanism of the Ebola Virus Glycoprotein,R21AI055925,2003,"WHITE, JUDITH M.;"
Fusion Mechanism of the Ebola Virus Glycoprotein,R21AI055925,2004,"WHITE, JUDITH M.;"
Human Lymphocyte Function in Air or at Physiologic O2,R21AI056223,2003,"HERZENBERG, LEONORE A.;"
Human Lymphocyte Function in Air or at Physiologic O2,R21AI056223,2004,"HERZENBERG, LEONORE A.;"
Theta-defensins: Novel HIV-1 Uptake Inhibitors,R21AI056921,2003,"LEHRER, ROBERT IRVING;"
HIV Evasion of CTL and NK cells by HLA-G,R21AI056923,2003,"BARKER, EDWARD;"
HIV Evasion of CTL and NK cells by HLA-G,R21AI056923,2004,"BARKER, EDWARD;"
HIV-1 Vif: Another Potential Target,R21AI056935,2003,"SCHIFFER, CELIA A.;"
HIV-1 Vif: Another Potential Target,R21AI056935,2004,"SCHIFFER, CELIA A.;"
CD8 T Cell Interaction with Bone Cells in HIV Disease,R21AI056945,2004,"EFFROS, RITA BRICKMAN;"
CD8 T Cell Interaction with Bone Cells in HIV Disease,R21AI056945,2005,"EFFROS, RITA BRICKMAN;"
MODULATING HIV-IMMUNITY WITH DENDRITIC CELLS,R21AI056947,2004,"PULENDRAN, BALI;"
REGULATION OF HIV-1 TRANSCRIPTION BY CDK2,R21AI056973,2003,"NEKHAI, SERGEI;"
REGULATION OF HIV-1 TRANSCRIPTION BY CDK2,R21AI056973,2004,"NEKHAI, SERGEI;"
REGULATION OF HIV-1 TRANSCRIPTION BY CDK2,R21AI056973,2004,"NEKHAI, SERGEI;"
Recombinant Sendai Virus as a Novel HIV Vaccine Vector,R21AI056974,2003,"SLOBOD, KAREN S;"
Recombinant Sendai Virus as a Novel HIV Vaccine Vector,R21AI056974,2004,"SLOBOD, KAREN S;"
Host factors impact in early phases of HIV-1 infection,R21AI056987,2004,"MULDER, LUBBERTUS C;"
Host factors impact in early phases of HIV-1 infection,R21AI056987,2005,"MULDER, LUBBERTUS C;"
Microenvironment Modulates HIV Replication in Macrophage,R21AI056989,2004,"GALLAY, PHILIPPE ANDRE;"
Prime-boost regimens for adenoviral vaccines to HIV-1,R21AI056991,2003,"ERTL, HILDEGUND C. J.;"
Prime-boost regimens for adenoviral vaccines to HIV-1,R21AI056991,2004,"ERTL, HILDEGUND C. J.;"
Effect of DC-SIGNR Polymorphisms on HIV-1 Infection,R21AI056994,2003,"ZHU, TUOFU;"
Enhancing HIV-1 vaccine immunogenicity using hsp70,R21AI057004,2003,"HARN, DONALD A;"
Enhancing HIV-1 vaccine immunogenicity using hsp70,R21AI057004,2004,"HARN, DONALD A;"
Enhancement of targeting HIV vaccine to dendritic cell,R21AI057017,2003,"KANG, SANG-MOO;"
Enhancement of targeting HIV vaccine to dendritic cell,R21AI057017,2004,"KANG, SANG-MOO;"
The Role of CD8 on CD4+ T Cells,R21AI057057,2003,"KITCHEN, SCOTT G;"
The Role of CD8 on CD4+ T Cells,R21AI057057,2004,"KITCHEN, SCOTT G;"
Dendritic cell enhancement of HIV infection,R21AI057063,2003,"MCDONALD, DAVID J;"
Dendritic cell enhancement of HIV Infection,R21AI057063,2004,"MCDONALD, DAVID J;"
Nonlinear Control and HIV Therapy,R21AI057071,2003,"TEEL, ANDREW R;"
Nonlinear Control and HIV Therapy,R21AI057071,2004,"TEEL, ANDREW R;"
HIV-1 Incidence and Genetic Diversity in the Caribbean,R21AI057084,2003,"CLEGHORN, FARLEY R;"
HIV-1 Incidence and Genetic Diversity in the Caribbean,R21AI057084,2004,"BLATTNER, WILLIAM ALBERT;"
Identification of Host Factor(s) Involved in HIV Release,R21AI057087,2003,"SUTTON, RICHARD E.;"
Identification of Host Factor(s) Involved in HIV Release,R21AI057087,2004,"SUTTON, RICHARD E.;"
Pseudovirions of HIV to target viral accessory proteins,R21AI057092,2005,"CIMARELLI, ANDREA;"
Pseudovirions of HIV to target viral accessory proteins,R21AI057092,2006,"CIMARELLI, ANDREA;"
Mucosal SIV-CCR5 receptor vaccine in SIV infection,R21AI057110,2003,"LEHNER, THOMAS;"
Mucosal SIV-CCR5 receptor vaccine in SIV infection,R21AI057110,2004,"LEHNER, THOMAS;"
"BLyS, APRIL and antibody production in HIV infection",R21AI057130,2003,"CERUTTI, ANDREA;"
"BLyS, APRIL and antibody production in HIV infection",R21AI057130,2004,"CERUTTI, ANDREA;"
Purine salvage in Cryptosporidium parvum,R21AI057216,2004,"ABRAHAMSEN, MITCHELL S;"
Purine salvage in Cryptosporidium parvum,R21AI057216,2005,"ABRAHAMSEN, MITCHELL S;"
Gene expression in non-functional CD8 T cells,R21AI057599,2004,"SARAWAR, SALLY R.;"
Gene expression in non-functional CD8 T cells,R21AI057599,2005,"SARAWAR, SALLY R.;"
Topical virucides to prevent oral transmission,R21AI058056,2003,"VAN ROMPAY, KOEN K;"
Topical virucides to prevent oral transmission,R21AI058056,2004,"VAN ROMPAY, KOEN K;"
Novel Azole Resistance Mechanisms in Candida albicans,R21AI058145,2004,"ROGERS, P DAVID;"
Rational Design of HIV Entry Inhibitors,R21AI058194,2004,"FERGUSON, MONIQUE REGAIL;"
Rational Design of HIV Entry Inhibitors,R21AI058194,2005,"FERGUSON, MONIQUE REGAIL;"
Covalently reactive CD4 mimetics for inhibition of HIV,R21AI058684,2004,"HANSON, CARL V;"
Covalently reactive CD4 mimetics for inhibition of HIV,R21AI058684,2005,"HANSON, CARL V;"
Developing RNA Interference for an HIV microbicide,R21AI058695,2004,"LIEBERMAN, JUDY;"
Developing RNA Interference for and HIV microbicide,R21AI058695,2005,"LIEBERMAN, JUDY;"
HIV-1 and M. tuberculosis Co-infection Modeled In Vitro,R21AI058699,2004,"PINE, RICHARD;"
HIV-1 and M. tuberculosis Co-infection Modeled In Vitro,R21AI058699,2005,"PINE, RICHARD;"
Impact of HIV envelope determinants of entry inhibition,R21AI058701,2004,"REEVES, JACQUELINE D;"
Impact of HIV envelope determinants of entry inhibition,R21AI058701,2005,"REEVES, JACQUELINE D;"
Furin Inhibition in HIV Disease,R21AI058714,2004,"PINCUS, SETH H.;"
Furin Inhibition in HIV Disease,R21AI058714,2004,"PINCUS, SETH H.;"
Furin Inhibition in HIV Disease,R21AI058714,2005,"PINCUS, SETH H.;"
Furin Inhibition in HIV Disease,R21AI058714,2006,"PINCUS, SETH H.;"
Reservoirs of drug-resistant HIV-1,R21AI058723,2004,"FRENKEL, LISA M;"
ANTIBODIES AGAINST HIV-1 gp41: TOOLS FOR VACCINE DESIGN,R21AI058725,2004,"ZWICK, MICHAEL B;"
ANTIBODIES AGAINST HIV-1 gp41: TOOLS FOR VACCINE DESIGN,R21AI058725,2005,"ZWICK, MICHAEL B;"
A Novel Chlamydial Vector for HIV Vaccine Development,R21AI058728,2004,"WATKINS, DAVID I;"
A Novel Chlamydial Vector for HIV Vaccine Development,R21AI058728,2005,"WATKINS, DAVID I;"
INCREASE/gp120 IMMUNOGENICITY/LINKED ALPHA-GAL EPITOPES,R21AI058749,2004,"GALILI, URI GALILI;"
INCREASE/gp120 IMMUNOGENICITY/LINKED ALPHA-GAL EPITOPES,R21AI058749,2005,"GALILI, URI GALILI;"
Engineered/Proteolytic Antibodies Specific/HIV-1 gp120,R21AI058752,2004,"LAKE, DOUGLAS F;"
Engineered/Proteolytic Antibodies Specific/HIV-1 gp120,R21AI058752,2005,"LAKE, DOUGLAS F;"
Engineered/Proteolytic Antibodies Specific/HIV-1 gp120,R21AI058752,2005,"LAKE, DOUGLAS F;"
Soluble oligomeric TCR and antigen presentation to CTL,R21AI058755,2004,"SYKULEV, YURI;"
Soluble oligomeric TCR and antigen presentation to CTL,R21AI058755,2005,"SYKULEV, YURI;"
Bisphosphonate therapy for HIV-Associated osteopenia,R21AI058756,2004,"HUANG, JEANNIE S;"
Bisphosphonate therapy for HIV-Associated osteopenia,R21AI058756,2005,"HUANG, JEANNIE S;"
Change in Lactate Metabolism on Antiretroviral Therapy,R21AI058770,2004,"PAUL, SIMON;"
Change in Lactate Metabolism on Antiretroviral Therapy,R21AI058770,2005,"PAUL, SIMON;"
HIV-1 Vpr Induced dNTP Biosynthesis and DNA Gap Repair,R21AI058774,2004,"KIM, BAEK;"
HIV-1 Vpr Induced dNTP Biosynthesis and DNA Gap Repair,R21AI058774,2005,"KIM, BAEK;"
Characterization of CCR5 Receptor N-terminal domain,R21AI058776,2004,"RAJARATHNAM, KRISHNA;"
Characterization of CCR5 Receptor N-terminal domain,R21AI058776,2005,"RAJARATHNAM, KRISHNA;"
Anti-HIV-1 Effect of TALL-104 Cells,R21AI058780,2004,"CHEHIMI, JIHED;"
Anti-HIV-1 Effect of TALL-104 Cells,R21AI058780,2005,"CHEHIMI, JIHED;"
MDR1 and Related Proteins during HIV PI Exposure,R21AI058784,2004,"VON MOLTKE, LISA L;"
MDR1 and Related Proteins during HIV PI Exposure,R21AI058784,2005,"GREENBLATT, DAVID J;"
Menaquinone Biosynthesis in M. Tuberculosis,R21AI058785,2004,"TONGE, PETER J;"
Menaquinone Biosynthesis in M. Tuberculosis,R21AI058785,2005,"TONGE, PETER J;"
The Role of CD4 on Natural Killer Cells,R21AI058786,2005,"BERNSTEIN, HELENE B;"
The Role of CD4 on Natural Killer Cells,R21AI058786,2006,"BERNSTEIN, HELENE B;"
EIAV Control by High Avidity Rev-Specific CTL Clones,R21AI058787,2004,"MEALEY, ROBERT H;"
EIAV Control by High Avidity Rev-Specific CTL Clones,R21AI058787,2005,"MEALEY, ROBERT H;"
Based deamination by CEM15 suppresses HIV-1 Infectivity,R21AI058789,2004,"SMITH, HAROLD C;"
Based deamination by CEM15 suppresses HIV-1 Infectivity,R21AI058789,2005,"SMITH, HAROLD C;"
Bacteriophage gene transfer for HIV vaccine delivery,R21AI058791,2005,"DEWHURST, STEPHEN;"
Bacteriophage gene transfer for HIV vaccine delivery,R21AI058791,2006,"DEWHURST, STEPHEN;"
Nef Localization Complex Formation and Function,R21AI058795,2004,"REKOSH, DAVID M;"
Nef Localization Complex Formation and Function,R21AI058795,2005,"REKOSH, DAVID M;"
AIDS Vaccine Strategy using hCCR5-lgG Fusion Proteins,R21AI058804,2004,"ZHU, QUAN KAREN;"
An AIDS Vaccine Strategy uding hCCR5-lgG Fusion Proteins,R21AI058804,2005,"ZHU, QUAN KAREN;"
Assessment of BAFF as a mucosal HIV DNA vaccine adjuvant,R21AI058830,2004,"NEMAZEE, DAVID;"
Assessment of BAFF as a mucosal HIV DNA vaccine adjuvant,R21AI058830,2005,"NEMAZEE, DAVID;"
Intracellular targeting of HIV Gag proteins,R21AI058831,2004,"WELDON, ROBERT A;"
Intracellular targeting of HIV Gag proteins,R21AI058831,2005,"WELDON, ROBERT A;"
How is Cryptococcus resistant ot echinocandins?,R21AI058833,2003,"SELITRENNIKOFF, CLAUDE P;"
How is Cryptococcus resistant ot echinocandins?,R21AI058833,2004,"SELITRENNIKOFF, CLAUDE P;"
A Lentivirus Vaccine for HIV,R21AI058848,2004,"SAUTER, SYBILLE L;"
HIV Fusion Inhibitors,R21AI058874,2004,"TAM, JAMES P;"
Functional TCR analysis of SIV specific CTL,R21AI058882,2004,"KURODA, MARCELO J;"
Functional TCR analysis of SIV specific CTL,R21AI058882,2004,"KURODA, MARCELO J;"
Functional TCR analysis of SIV specific CTL,R21AI058882,2005,"KURODA, MARCELO J;"
Functional TCR analysis of SIV specific CTL,R21AI058882,2006,"KURODA, MARCELO J;"
Covalently Tethered Chemokines and HIV-1 Inhibition,R21AI058939,2004,"LU, WUYUAN;"
Covalently Tethered Chemokines and HIV-1 Inhibition,R21AI058939,2005,"LU, WUYUAN;"
Sensitivity of TCR signaling to GSH loss in HIV disease,R21AI059107,2004,"HERZENBERG, LEONORE A.;"
